UniqueID,Description
1675:wardmwacy1sbjvfmvxyf2fbi51200,0030 flange bearing F509 WB C6011001900143  WEG Frame 90S
1676:wardmwacy1sbjvfmvxyf2fbi51200,0040 Self Aligning ball bearing 2306 J21FG00030X YAMAZAKI  J21FG00030X
1677:wardmwacy1sbjvfmvxyf2fbi51200,0050 bearing cover Stainless steel VT0000037 Verlinde Hoists VT0000037
1678:wardmwacy1sbjvfmvxyf2fbi51200,0060 Bearing housing na WEG WEG 0.75Kw 6pole class H
1679:y5ilutwvenlzumhzsthfy25j78200,REPAIR- Tacho MSM tracking 3835 Spares . .
168:0ND0-2TK8WS,LH ROD END BEARING  N/A N/A
1680:y5ilutwvenlzumhzsthfy25j78200,STRIP INSPECT- Tacho MSM tracking 3835 33211-SKF SKF 33211-SKF
1681:y5ilutwvenlzumhzsthfy25j78200,STRIP INSPECT -  Tacho MSM tracking B342 6209-2Z/C3-*SKF SKF 6209-2Z/C3-*SKF
1682:y5ilutwvenlzumhzsthfy25j78200,REPAIR- Tacho MSM tracking B342 BEARINGS / BEARINGS
1683:y5ilutwvenlzumhzsthfy25j78200,REPAIR- Tacho MSM tracking SAP ID 10189392  ? 2350278
1684:y5ilutwvenlzumhzsthfy25j78200,STRIP INSPECT- Tacho MSM tracking SAP ID 10189392 W6000-2Z SKF W6000-2Z
1685:sk4uaz0qwtp00zr0z445toe179500,"Fan Axial, 230 Volt AC, Sealed bearings  Pester As in detailed description"
1686:ds2houkj0ky4n41wandrhtma38200,bearing GE25/X07 GIXSW12 FLURO GISXW12
1687:e5ljbswpuu3y5g5bi4ddla2b3800,Test - Bearing PSF20CR-RHP RHP PSF20CR-RHP
1688:0QC0-66386,10 inch Air Bearing Linear Carriage HIWIN MGN12CH-1501U8-60
1689:ds2houkj0ky4n41wandrhtma67900,LM25UU linear bearing  IKO NAU4914UU BEARING
169:ilejwikrxj4bwvepigs1pnvk38200,Bearing - 62206 2RS1 (Cutter Wire Guide)  NA NA
1690:szehwgsh5042ezrpokedkv30400,bearing 1234 7220 BTVP UA NA NA
1691:0M80-66250,KBS25-PP-AS Bearing CKKN20 cross and morse CKKN 20
1692:0QC0-66443,Cold Metal Spray On Trent 1000 Trial Bearings 19.413.3120.02 multivac 19.413.3120.02
1693:0QC0-66443,Materials  ? 2351785
1694:p0vqmczjtl33kk15opjq3yca54802,OK ENG - DOC 007500 CLOSE YAR204-012-2F-*SKF SKF UC204-12
1695:foy3rlfxbiyho5oqzezbbkfs33500,bearings 7 DRAWER ROLLCAB WITH BALL BEARING RUNNERS - BLACK FP tools AP33479B
1696:foy3rlfxbiyho5oqzezbbkfs33500,bearings MPL-10 DUN DUNLOP MPL-10
1697:p0vqmczjtl33kk15opjq3yca54802,OK ENG DOC 007490 CLOSE NU226.C3 SKF NU226.C3
1698:p0vqmczjtl33kk15opjq3yca54802,OK ENG DOC 007469 CLOSE 6226M.C3 SKF 6226M.C3
1699:p0vqmczjtl33kk15opjq3yca54802,OK ENG DOC 007468 CLOSE NU224.C3 SKF NU224.C3
17:0M80-C2UJZG,SKF bearing housing seal 6202-2RSH-*SKF skf 6202 2rs
170:xtx5af2p3ovpgtofoilo4qab14600,REPAIR - 6011030900093 22209EK/C3 SKF 22209 EK/C3 
1700:fxjgnrcirdiyuwzi1ejmudzr75400,Business Cards - New Format - Charles Hammond 2216EK/C3:SKF  SKF 22216K/C3
1701:pajxqntlwkg2vt3i52azrkq014000,"Bearing  BA5411 RK2153 240081 1-11/16"" RSL 81826"
1702:pajxqntlwkg2vt3i52azrkq014000,Bearing BA5316 RSL 83644
1703:pajxqntlwkg2vt3i52azrkq014000,Bearing stub shaft  BA5411 RSL 81826
1704:w0owcxek25ds4fuulq5kifly27700,150x50x20 Polyurethane Wheel BEARING SKF NK47/20
1705:x5bopgqoa3hmv2vk2oxcx1lu86200,Housed Bearing Unit ST 1 1/2 6008 ZZ N/A N/A
1706:zteedbmpwwupw4mzpt43swbs46300,U005 Metric Eccentric Collar Type Bearing KN-3068PP INA KN30-B-PP
1707:jjqwdcrapyhzqzml4bkjptka23600,Bearings 6205 zz c4 siding bearing box  na na
1708:i0vjsvpiaeza15czhg25klyx55300,"FAG A9031-1 Flanged Bearing Housing A/F, 75mm  SKF 2311 K/C3"
1709:rgx4z4r51kwt22o0wtvj0cgp38902,Thrust Ball Bearing . Unknown Cogging drive side Bottom chock Blue set
171:xtx5af2p3ovpgtofoilo4qab14600,strip inspect service- number 6011030900093 **61902-2Z/C3-*SKF SKF SKF
1710:z2hlcemh1galfuhpa30grzdl76400,Pacific Metric Thin Wall Bearings  6204-2RSH-SKF 6204 2RSH-SKF 6204 2RSH-SKF
1711:tajzueipbs31qynpie0vb3j289800,"HIGH TEMPERATURE BEARINGS  6205 Z  C3 GJN  RHP RLS 10 LJ 1 1/4"""
1712:g5i32wbi4plp0dx1g5s4ej3155300,"BRG.,ROLLER THRUST  Clarke Chapman. N/A"
1713:0zwll3y0xy1py5nc1cgkl5ki84200,bearing bearing  na na
1714:0zwll3y0xy1py5nc1cgkl5ki84200,LME25U linear bearing 3160600724 ILAPAK SFCUS60072RS
1715:5q0qktgm4ldmyaw1umr2brip84600,Bearing shell for model ETV ST61-28-10 6011030900093 PARSONS PEEBLES 6011030900093
1716:ohhvp0vpk33bymtosasonhkb89000,Main shaft and bearings  6006-2RS1-*SKF 6006-2RS 6006-2RS
1717:x51m2lnoctbt3czc1xw54kzt56207,6212SKF BEARING CLOSE 125440 No1 BWC Bearing End Cap Manufactured GWF Engineering Limited No1 BWC Bearing End Cap Manufactured
1718:2lxlgtfnbriiqjzehnzpq3ng15702,Bearing End Plate N/A FP Tools N/A
1719:d3ebizaypwr04w1oxkgmymol1900,1208EKTN9 SKF Bearing  REISER 064.650.257
172:gk20inmez0t5rk5qytphqsnr32200,S8 Tail end bearing set . Tinsley Bridge TBSQE2692JC
1720:d3ebizaypwr04w1oxkgmymol1900,FRB10.5 80 SKF Bearing 1605-203-31X585-REXROTH Rexroth 1605-203-31X585-REXROTH
1721:0yvud0scyrwxppydzrp1ebzh20401,WGTR100225 120V ROLL MILL BEARING   INA 01ME05
1722:lswizm2cojxeiuaza05k52fj40400,Blue Plastic container SNL522-619:SKF SNL522-619:SKF SNL522-619:SKF
1723:02tkfccqy3sav5jdjll32nlv99200,"Kit, Ball Bearing  23068CCK/W33:SKF 23068CCK/W33:SKF 23068CCK/W33:SKF"
1724:1e3snpah5z34faeindskj4dn97600,580/572X TAPER BEARING HK1412 INA HK 1412
1725:1e3snpah5z34faeindskj4dn97600,T301 W TAPER BEARING JFM-0507-03  IGUS n/A
1726:1e3snpah5z34faeindskj4dn97600,539/532A TAPER BEARING  HK1616:INA INA HK 1616
1727:wf2csey1ilhsjy4mx1jtn11x43700,HOUSED BEARING FC25 CZ014564 N/A CZ014564
1728:sxznfj5w40cytluhzafq201z69401,SKF Bearings LINEARSHAFT-25X1000H6-NEUTRAL NEUTRAL LINEARSHAFT-25X1000H6-NEUTRAL
1729:anpxaxwytye1gy0jw3cvjoqw99600,bearing 22002 REPLACE Fraser Macdonald REPLACE
173:3zbmam0gqcppav4uwjtcgvsj40100,skf 22226cc w33 c3 SL55 RHP  RHP SL55
1730:wzc34dzemsaqhrusgkz45kkf18400,Skip Axel Rear wheel bearing cover D182-163-02 (W00285) QUOTE EMAILED 22.5.19 PACKAGING AUTOMATION LIMITED  D182-163-02 (W00285) QUOTE EMAILED 22.5.19
1731:iivxtjcijv44lpo0u0vcyrem49300,1440861 - bearing  RHP MJ3/4 2RSJ
1732:iivxtjcijv44lpo0u0vcyrem49300,1440862 - Bearing NP60 RHP NP60
1733:01p2lhv0idkqywso1gxoiwiq84100,Business Cards - New Fomat - Emma Roberts (500) 2311K/C3:SKF  SKF 2311K/C3
1734:01p2lhv0idkqywso1gxoiwiq84100,Business Cards - New Format - Graham Young (500) H313-*SKF SKF H313-*SKF
1735:01p2lhv0idkqywso1gxoiwiq84100,Business Cards - New Format - Tom Parsonage (500) 2311K/C3-*SKF SKF 2311k/c3
1736:01p2lhv0idkqywso1gxoiwiq84100,Business Cards - New Forma - Mark Truesdale (500) 32213 SKF 32213
1737:2j10rptvf3fqvcuitw4on5qg71300,bearing LME25U R165121420 BOSCH REXROTH MNR.R165121420
1738:2j10rptvf3fqvcuitw4on5qg71300,bearing 6001-2RS C3 bearing  NA NA
1739:sqdg1rnxiexxlypxcpg4uide47800,R1 - FT-24AEXSULEB-0 FLOWMETER synt65lts  SKF  SEE DESCRIPTION
174:iggf5jbfyzgt43gs3to4r2ri66100,bearing same N/A NA
1740:p0dyhq1tgxifaxyxmyh4usg28200,skf cylindrical roller thrust bearing PCCJ-25 INA PCCJ25
1741:kt1mmef5xd5e45kjub5jgrbq32100,holroyd mhc bearing checker TBA N/A N/A
1742:qsaahqaeh1yibczq21mtb5ju42100,INA LR 5306 KDD BEARING 6202T12ZCE-PK450 BRAMMER 6202T12ZCE-PK450
1743:0ND0-3MKM1E,Bearing TBA NA NA
1744:pwulnemb1vsul1dkewuuepgy85400,Bearing S5/100/21 22319EK SKF 22319EK
1745:hreu0uj3uhskcb4fg1usevuc48500,bearing 3180000317 FRISTAM 1180000317
1746:xoijlpz0s00nxcirzvfu1orb64100,GG-PSHE 15 Bearing housing  pick note 5555997-00 HAYLEY 5555997-00
1747:qgp4hxvuae251k10zvq1cnrk23800,HEADED SPACER 20MM BEARING X 2MM THICK HEAD X 23080CC/W33:SKF 23080CC/W33:SKF bearing 23080CC/W33:SKF bearing
1748:0QC0-67915,linear bearing GLQ8366 Gissing & Lonsdale GLQ8366
1749:bhofptlx4zwxksxyqfsujipk33100,1035/35MM RHP S/S BEARING HK3038 INA HK 3038
175:iggf5jbfyzgt43gs3to4r2ri66100,bearing UCFA206 Bearing N/A N/A
1750:qgp4hxvuae251k10zvq1cnrk23800,HEADED SPACER 20MM BEARING X 2MM THICK HEAD X 23130CCK/W33-*SKF 23130 CCK/W33 23130 CCK/W33
1751:jyaozoz5xklnptfkiuklg0yt46600,U005 Metric Eccentric Collar Type Bearing PWTR25-2RS INA PWTR25-2RS
1752:w1qek32gcxfvej0hfbjncqlw9400,SKF 513 bearing housing ( 2 off )   nsk UCS204-012LD1NR
1753:0ND0-2IA32F,Ball Bearing  N/A N/A
1754:bsk5q4imhtc0dalilfjdvle056800,6010 BALL BEARING 29667 Haskel 29667
1755:j0xdf0ld0bfhdrlxobw0ijov74000,Bearing 6210ZZ NA NA
1756:j0xdf0ld0bfhdrlxobw0ijov74000,Bearing 09112 Marel 09112
1757:qsaahqaeh1yibczq21mtb5ju78600,16101 2Z BEARING (RABBIT) AM1622X25 OILITE AM162225
1758:qsaahqaeh1yibczq21mtb5ju78600,SY60 BEARING 18MMSB Not known Not known
1759:qsaahqaeh1yibczq21mtb5ju78600,6004-ZZ SKF BEARING RCJT40-XL-FA164 PTI PTI RCJT40-XL-FA164 
176:iggf5jbfyzgt43gs3to4r2ri66100,BEARING 125MMSRS 125MMSRS 125MMSRS
1760:qsaahqaeh1yibczq21mtb5ju78600,LR 5308 2Z TVH BEARING K-150490-D-SEAL brammer n/a
1761:qsaahqaeh1yibczq21mtb5ju78600,6206-2RS2 BEARING M00010- QUOTE EMAIL 22.5.19 PACKAGING AUTOMATION LIMITED  M00010- QUOTE EMAIL 22.5.19
1762:qsaahqaeh1yibczq21mtb5ju78600,NJ 2309 ECML/C3 BEARING DEBURR MACHINE RHC DEBURR MACHINE
1763:qsaahqaeh1yibczq21mtb5ju78600,1610-25 BEARING  skf 7314 BECBM
1764:kmjaui2vztn32wvgylcyucch31400,REPAIR-for sauce transfer rollers  SKF 26792
1765:lke5mo4m0gkxd43ccok0vmd062700,bearing SKF NJ304E 32320U NA NA
1766:lke5mo4m0gkxd43ccok0vmd062700,BEARING SKF 6304RSR SS7204 NA NA
1767:0QC0-68087,Supply 8 grease cartridges to fit automatic gre  SKF 26792
1768:0EY0-68094,Washer bearings MB0710DU GLACIER GARLOCK BEARINGS 0710DU
1769:kmml5ecgi32dszmrxoovt2p410300,rs 60 simplex chain  SKF 26792
177:iggf5jbfyzgt43gs3to4r2ri66100,BEARING 22320E/C3:SKF 22320E/C3:SKF HRA+ 22320E/C3:SKF HRA+
1770:bn0l05xauhuirq3dxeybgf157900,BEARINGS  Marel AC9913347
1771:5b2tygqsh14witpfixe3cmx153300,Radial Spherical bearing GE17-UK-2RS HK3026 INA HK 3026
1772:5b2tygqsh14witpfixe3cmx153300,SKF - Deep groove ball bearing  SF2 RHP SF2
1773:5b2tygqsh14witpfixe3cmx153300,SKF - Deep groove ball bearing - 61828 NP50-RHP RHP NP50-RHP
1774:5b2tygqsh14witpfixe3cmx177801,Op 110 Brammmer bearings HK2030 INA HK 2030
1775:y1vcfqynvvhnl3pr5yervsks21200,1055-50G bearing  HABASIT NFL204SSN
1776:azzt2nkayov3puwfi2waq4vo91700,Roller Needle Bearings HK2018R P3S 224 EK75 SQ021476 Rexnord P3S224EK75 SQ021476
1777:45sgzunku41fi1ns2o1uxiak62900,Castor  22211EKC3 SKF 22211 EK C3
1778:0zbxvlhdlcsegh1milpk033c47903,bearing Billet torch exit roll bushes S&E Engineering 0000
1779:15vm2qfydvjzbi0gn2lpus2d86800,FT-20AEXSULEB-0 skf 22226cc w33 c3 Stockton Bearings skf 22226cc w33 c3
178:iggf5jbfyzgt43gs3to4r2ri66100,BEARING UCFA206 Bearing  N/A N/A
1780:2y4wwbycgzbptfcykklf0upd27401,FAG Bearings  Rexroth R051701991
1781:2y4wwbycgzbptfcykklf0upd27401,Vibration Screen Bearing SAME RHP RLS 11 LJ1.3/8
1782:0ND0-22B652,SKF Bearing sleeve 4.058-ZRS NEUTRAL 4.058-ZRS
1783:0ND0-22B652,SKF Bearing 23130CCK/W33 ***MR74-NEUTRAL neutral ***MR74-NEUTRAL
1784:0M80-68394,P21595 Taper roller bearing 78.723.0253.02 multivac 78.723.0253.02
1785:lhfiiiumwgwxxfqr2mqqme5q66200,motor bearings  SB207-22-FS FS SB207-22-FS
1786:0u3ebgow25sjwmes0qv5m0cw1500,16004 2 RS SS bearing  619072rs 61907-2RS1 61907-2RS1
1787:0ND0-1CT1FI,Taper Roller Bearing Balls Simply Bearings 25mm dia chrome steel ball bearings
1788:c20ufke0iga3eqdwbflgfhfi88500,Business Cards - New Format -Nicky Pawley  NU418:SKF SKF NU418
1789:c20ufke0iga3eqdwbflgfhfi88500,Business Cards - New Format - Andy Stone 22324CC/W33:SKF SKF 22324CC/W33
179:iggf5jbfyzgt43gs3to4r2ri66100,BEARING  061013 N/A N/A
1790:0QC0-68781,Oil Skimmer Slide Bearing HK3520:INA INA HK 3520
1791:u41vhrcofedllbqpeidwstuj12600,7314 BECBM SKF ANGULAR 24/07/19 6.00 188.7900 EN5681 CT&A EN5681
1792:p211wspzyocg14kcwmo4t1hz92200,6008 2RS stainless steel bearing. NP35/RHP RHP 1
1793:oykmhy12gqe55mvoziry3g052900,powerweld SFB495 305707C-2Z-SKF  SKF 305707C-2Z-SKF 
1794:oykmhy12gqe55mvoziry3g052900,s/s hose clips 25-40 ge25fw-skf SKF GEH25C
1795:oykmhy12gqe55mvoziry3g052900,hose clips LBBR30-2LS-*SKF skf lbcd30d-2ls
1796:0QC0-68937,NEEDLE ROLLER BEARING 3160600724 ILAPAK SFCUS60072RS
1797:0QC0-68937,NEEDLE ROLLER BEARING Linear Bearing  - 3090216036 Ilapak 3090216036
1798:0QC0-68937,THRUST BALL BEARING HK2820 HK2820 HK2820
1799:0QC0-68937,DL2216 Nadella Needle Bearings BEARING UNIT INA YRT-150 VSP-8
18:zjvtkjghqej14i4gp3ae11tu36600,Bearing 9064207038213- QUOTE 21070233 N/A 9064207038213- QUOTE 21070233
180:hyopascj4hlrblrvoy4g31ie87300,Flanged Bearing . burtech  burtech 
1800:31dsnlt2rouo13b4ipzmysud24402,ROLL ON MRS 25W -A LINEAR BEARING GE50DO INA GE 50
1801:0fase0nfekb4bchxg33o2ejh2100,400kw dc motor bearings HK1622 INA HK 1622
1802:0fase0nfekb4bchxg33o2ejh2100,REPAIR-overhaul and supply of bearings NK-8/12-TV-XL INA NK8/12-TV-XL
1803:0U20-69050,Bearing 6202 3306000002 FRISTAM 1306000002
1804:1u1tr3idqbyaklm3brayznyp37900,Bearing Cover  DSBF-100-P/PPS FESTO 1221111
1805:sqr1pdbg5kidtlgyovo2rvqt73001,bearings  SL45:RHP N/A SL45:RHP
1806:cit0xb2ljqo4gbkkwl1dvlv51300,SEAL AND BEARING TO REPAIR DIAGONAL SAW GRBX 007154 OK Engineering 007154
1807:wa04ke0ng1g1s5y1d3bkajkb3200,BEARING 22211EK SLFE25:RHP NA NA
1808:wa04ke0ng1g1s5y1d3bkajkb3200,HOUSED BEARING UNIT ST1-3/4 220103033 N/A 220103033
1809:3anscb3uqhafxomftiovy0q126800,Bearing Cover  6202ZZC3E 6202ZZC3E 6202ZZC3E
181:f2ymnaioroqjwbfkbis5r35j90500,Cable guide assy - Wiggins gas holder (BFG) TMPQ-BEARING-BEAR TMPQ-BEARING-BEAR TMPQ-BEARING-BEAR
1810:0JU0-69247,Lutz Air Pump Spares  SKF 6004-ZZ
1811:0JU0-69247,Lutz Air Pump Spares steel skf TBA
1812:0JU0-69247,Lutz Pump Air Motor Spares 6001-2RSH/C3-*SKF skf 6001 2rsh c3
1813:0JU0-69247,Lutz Pump Air Motor Spare SYFWK30LTHR SKF SYFWK 30 LTHR
182:y5psyvco2u5kdjxh4uiqbte162600,slide bearing plug  bryant bearing plug  99-2134
183:yh4spyejz2hl05fjoiypnufu91400,62206-2rs1bearings  . Oldham Engineering 010419
184:0ND0-MG5L6,KOYO UCFC 205 60SI-JAG-01-230 AXIAL BEARING CUTTING EDGE SERVICES 60SI-JAG-01-230 AXIAL BEARING
185:5ijezcktm0v0ipbaynhdf22j62700,REPAIR- Reassemble 3 off Oscillator Shafts 6208-2RS-TIMKEN Timken 6208-2RS-TIMKEN
186:sajctqouiy3vixqjxsyd0ubk83100,BEARINGS MECH PT SKF 6002*SKF
187:ink20i304eoriieuoqhjnjmq94900,Cast steel wheel 51313:SKF SKF 51313:SKF
188:0QC0-48435,PD170119-1 6005-2RSH/C3-*SKF skf 6005 2rsh c3
189:radhhato14xg4p3hpqwqtetc83100,bearing housing seals N/A NA NA
19:zjvtkjghqej14i4gp3ae11tu36600,Bearing WGTR100225  N/A N/A
190:0ND0-CXYF54,"Bearing, Ball, NICE Ball Bearing #1654DSTN BEARING GE25 N/A N/A"
191:ujlahefhf4tmfz2elycaemiv19101,REPAIR- Reassemble 3 off Oscillator Shafts  TBA TBA
192:0wg1h4oobeakqlmpgomyqzop18900,"1260-60 EC flat back spherical body bearing,  CZ003941 lloyd&jones CZ003941"
193:1oqt2dv5nfyn2n3jgk5scfh573600,No1 BWC Bearing End Cap Manufactured 23080 CC/W33 23080CC/w33:SKF 23080CC/w33:SKF
194:4iuo1h4mqo0lt1udswsybsgz35800,Reject lifter linear bearing guide rods REC MFM-0812-12 MFM-0812-12 MFM-0812-12
195:mhbr4mvih2wzwwrwulztt3pq98200,COMPLETE MOTOR REBUILD NEW BEARINGS CZ003941 lloyd&jones CZ003941
196:cae50upbfai2jcwi1xu5qocn32700,Hirschmann rod end bearing SMLCP 12 628-2Z-SKF 628 2Z-SKF 628 2Z-SKF
197:xwo3wydyxdjwcgoemvl2ou2558900,Pester PWEO Pack250 Compact replacement parts 23244CCK/C3W33 SKF 23244CCK/C3W33-*SKF
198:hmk4t3cjbui0xw4vo3hcjqjj94700,Bearing Flange  6001-2rsh 6001 2RS 6001 2RS
199:hmk4t3cjbui0xw4vo3hcjqjj94700,Dry Bearing  6005-2RSH-SKF 6005 2RSH-SKF 6005 2RSH-SKF
2:0QC0-46025,Invoice 195919 - U780430 U BOLT CLAMPS DR102 NA CKS-DR102
20:zjvtkjghqej14i4gp3ae11tu36600,Bearing  N/A N/A
200:5rigj3th2e44ofcjuwlsef1r89800,SKF Linear Ball Bearing LBBR 30-2LS   RHP ST65
201:cxlfhsn5xs2axkr2vfu1gigb94500,oilite imperial plain bush HT308 TMPQ-BEARING-BEAR TMPQ-BEARING-BEAR
202:2jvevc5ssy3iytlzjqfmcxpo79500,Linear guide bearing runner  N/A N/A
203:cxlfhsn5xs2axkr2vfu1gigb94500,"oilite imperial flanged bush C6011110900005 brook 110 KW,W-DF280MNH"
204:ubrqetmetwcquldgh4blagth48700,1021154 bearing. 2C210001370 CFT SPA 2C210001370
205:ubrqetmetwcquldgh4blagth48700,1021152 bearing. 2C210001365 CFT SPA 2C210001365
206:usealtzv21zhqknljirqcfgi58800,Line 1 Mixer pedestal bearing sprocket n/a Oldham Engineering Ltd 7730 (bores)
207:aplfz5fqoozraaxuuct345dk5600,Reclaimer Rake Roller Spares 6205-2RSH:SKF SKF 6205-2RSH:SKF
208:a5o5gfsczsnwunyhdmrueylm50800,Belt tensioning pen 305804 C-2Z SKF 305804 C-2Z
209:e4rdwtotisikutonjacg0vsl93300,bearing 6202 kgbo30ppas ina ina KGBO30-PP-AS
21:zjvtkjghqej14i4gp3ae11tu36600,Bearing TBA N/A N/A
210:0QC0-48726,"10"" air bearing bearing  Denby Engineering NUP 2211 ECP bearing"
211:0QC0-48726,"12"" air bearing 04470 drapper ??"
212:0QC0-48726,"10"" air bearing bearing Denby's 22218 bearing"
213:0QC0-48726,"12"" air bearing brm20-00-501 Derbal 20.00.501"
214:0QC0-48726,"12"" air bearing SAME derbal BRM20.00.502"
215:0QC0-48726,"10"" air bearing mp-m16s f39 Dunlop MP-M16S F39 DUN"
216:0QC0-48726,"12"" air bearing SAME DURBAL BRM 20-00-501"
217:0M80-BHXC07,Flowserve CPX 50-32CPX200 bearing   
218:0M80-BHXC07,Flowserve CPX 50-32CPX200 bearing   
219:hwtpdu1tujosxssxrp2rgi5j91600,C8127 Roller 16003 2RS SKF 16003 2RS
22:zjvtkjghqej14i4gp3ae11tu36600,Bearing  N/A N/A
220:ccxard003u1obimeqslzwrvp13601,"Mistras Bearing Monitoring Sensors			 61808 2RS FAG 61808"
221:3qalopzfczylxrbrjc2rrrmz90002,RHP BEARING NP60 EC PSHE15 N/A N/A
222:c5i15kdysybegdrhyo2a2f2c41300,BEARING  NA NA
223:wvk404anlkibkhbnvvhvvq1v95400,100357 - Deep groove ball bearing (x2) 600-2RSH/C3:SKF N/A N/A
224:r4umqjedwd3rle2ig1aidbyp92100,SBI 45 FL-C-K3 LINEAR CARRIAGE **61902-2Z/C3-*SKF SKF SKF
225:da1s2ugdy3q3vkym5caonusw82800,BEARINGS FOR VINNY OBRIEN MATERIALS / MATERIALS
226:ubrqetmetwcquldgh4blagth66500,1021209 bearing 2C210001425 CFT SPA 2C210001425
227:qxkrciabc3bajxkapy11jtbf94800,Bearing 22205E Spherical roller bearing Linear Ball Bearing INA KH0622PP
228:5kkfybsudxa3p2ga1xprso1x91302,REPAIR - 3kw 415V 50Hz 1430RPM A.C. Motor HT90M TMPQ-BEARING-BEAR TMPQ-BEARING-BEAR
229:5kkfybsudxa3p2ga1xprso1x91302,STRIP INSPECT - 3kw 415V 50Hz 1430RPM A.C. Motor FY35TF-*SKF SKF FY35TF-*SKF
23:zjvtkjghqej14i4gp3ae11tu36600,Bearing  N/A N/A
230:s0bnbvhgn35cdzq3lop35fbq3800,bearing and housing  a INA INA NK 55/35 
231:0fqmucqjxup0fc4efwvuev4s32000,"Linear bearing ZZ-BEA100 BRAMMER  TMPQ-BEARING-BEAR 90502-88-NR , Q/ARC/REF:1276549"
232:xro2jknhs4nrhbmpu5tdccrk96200,QUOTATION ONLY 6202-2RSL SKF 6202-2RSL SKF
233:0QC0-48821,"BEARING,BRONZE,.125X.188X 20916 OK ENG  20916"
234:gcp2wnpgxzhyvah4wzbgpf0i37100,rod end bearing  z2530070801 Bearing Factors z2530070801
235:5qrxbvrqm2egjrzgifq1rswv83300,SyY60TF/VA201 heat resistant bearings.  RHP SL55
236:xr0bgx0dq1rnwge5niczmmbd49400,Bearing 6206-2RS1:SKF NA NA
237:xr0bgx0dq1rnwge5niczmmbd49400,Bearing 6006-2RS1/C3:SKF NA NA
238:xr0bgx0dq1rnwge5niczmmbd49401,Bearing N/A NA NA
239:0ND0-4CA086,SKF bearing 23168 CCK/W33 C4 HA3 6203 ZZ NA NA
24:zjvtkjghqej14i4gp3ae11tu36600,Bearing 400Kw  Dc motors N/A N/A
240:dometa2vo1fqjfza0pk0dixg15403,Manufacture Billet Exit Roll Brushes MUTD17D Smith Bearing MUTD-17-D
241:0M80-HAX1E8,Angular Contact Bearings (2 types) Mech PT SKF 6001*SKF
242:0ND0-4CCROW,"Perini accumulator sprockets and mounting parts ZZ-BEA051 SKF  , BTP 60012rs"
243:0M80-HAX1FI,Angular Contact Bearing Tacho MSM tracking B342 N/A N/A
244:0M80-HAX1FI,Angular Contact Bearing id 051023 n/a id 051023
245:ubrqetmetwcquldgh4blagth41801,22214E spherical roller bearing SKF SNP40-RHP RHP SNP40-RHP
246:0QC0-49112,qcqu0006724 -  CZ011640 12INCH AIR BEARING NKXR25Z Dowson Food Machinery NKXR25Z
247:v3wjk5zd4dxjwqoijr2ppjie71601,Bearing track 60152rs N/A N/A
248:spynoelpbq1ug2o4q2hbqdfg5200,mixer bowl bearing hub shaft - 53.4538 NONE N/A N/A
249:0ND0-26VWPM,"Bearing, Ball, NICE Ball Bearing #1654DSTN unk Ilapak 3160601050"
25:zjvtkjghqej14i4gp3ae11tu36600,Bearing S32022RS N/A 3202 2RS stainless steel roller bearing 
250:m5sf1zomeum3auq0eghk01cw90800,SKF Bearings 3206BTN NA NA
251:m5sf1zomeum3auq0eghk01cw90800,SKF Bearings 54463 NA NA
252:e1urqwuxuq0qcsfpqkzloywa11100,SKF 24124 cc/w33 120/200x80   SULZER VA40000301
253:e1urqwuxuq0qcsfpqkzloywa11100,SKF 24024 cc/w33 120/180x60  ZZ15290000 SYKES PICKAVANT 15290000
254:3meijau40h5eqobzdwxnyqcv55106,BEARING CARTRIDGE SIZE 1 ALLWEILER 6638Y 55kw motor quartzelec  PER QUOTE 1072156-100
255:0QC0-49287,F-506 SEALMASTER FLANGE BEARINGS UCT210 N/A N/A
256:0ND0-70ARMU,SKF Bearing 61902-2ZC3 22318 NA NA
257:0ND0-70ARMU,SKF Bearing 61902-2ZC3  NONE NA NA
258:0ND0-70ARMU,SKF Bearing 61902-2ZC3 PFL203-NEUTRAL NA NA
259:0ND0-70ARMU,SKF Bearing 61902-2ZC3  NA NA
26:zjvtkjghqej14i4gp3ae11tu36600,Bearing  N/A N/A
260:uvxysqptr4rufxnnnejwygw126500,Hepco 28mm OD. 20mm ID 30mm Length  skf skf 008-2r/51
261:0jwg400uhxlj1qvnsmwfyihe31400,bearing 6202 s/steel NUKRE35 INA NUKRE35-INA
262:cr3gimkbuczzt0la4clxswmu96602,RHP SFT 35 EC BEARINGS 81220 N/A N/A
263:fxea0b0dc1sdgyhskorfdg5o70800,RUBBER SEALS 0040 1020 W10 61828 SKF 61828
264:jtvo1gebjodrngtxla0iq24573600,FAG 3308-BD-2Z-TVH bearing SL30-*RHP RHP SL30-*RHP
265:hdwjimr200kcky53gltahsg258700,Bearing Guide Top Hold 21158 N/A 21158
266:wgozx0zhmbg5xwuqxrkyvzkb34400,NEW MOTOR  - 55KW 400V motor PM104  RATH161 Spruce. RATH161
267:wgozx0zhmbg5xwuqxrkyvzkb34400,STRIP INSPECT - 55KW 400V motor PM104  TMPQ-BEARING-BEAR TMPQ-BEARING-BEAR? TMPQ-BEARING-BEAR
268:wgozx0zhmbg5xwuqxrkyvzkb34400,REPAIR  - 55KW 400V motor PM104  144-0862 SKF (U.K.) LIMITED 61901-2Z
